target_id,sha256_hash,avalanche_tx_id,block_number,timestamp
github.com/aws/flutter/api/v1/views.py,0x9c7d27dbaf6d455cc36387f48bde333fae40a9fbfd551efe084dc41d8bfdaecc,3858bb5c73a6ae98f143e149456ade8c1eb1d0c06518632cff94a5874d0dc0ea,51990858,1771582464
0x40bc9469941a73d005d062c982b5a4736a2b4a7a,0x9d73dca52208db56d2dfbb4727337368e7ef4006bc304a132803457b8dd44e20,83fc7ccca92e142bf957c9b50c0696cc1777ef20c0e58077730c358f5be1b0ad,51990862,1771582468
0x687988f4019eb04b791c1f3e7fbb25c27a55959e,0x9b224347203104248759c7ed579eb4d83491e0a8a745d5bcca9019290055d920,453c21864059800c4c6f5f5c8609b78a80775d93eb433d754b6e82a2b319aecd,51990866,1771582472
DELETE https://api.example.com/v1/files/upload,0x8eb448bfabf34ab79eeb03f07fc3f83588c6c9098142a053c4245742e181d24d,c1fa36138d227480583da0c32644212e1b8bb72d175c59d4649dcaad40ebc942,51990870,1771582476
github.com/apache/guava/src/main/java/com/example/index.ts,0x25d9e0eadc798e3e6d27f00a2b40fb5e39064a2de484b36a8be0902dbd0ea299,222b481dd32a77e62338a1ca6c182cbc2df36b1c13e98d4162ca34bbfa411c4b,51990874,1771582480
github.com/uber/kubernetes/lib/utils/index.ts,0x9826d0efaf9e512d9d337a12bef7035eef475adb8bebc324754ba7ffe4ab5e83,62d8bd69aa5f8b11a6598ceb8de83f2302451fe05c3313ff8f4373c80547354a,51990878,1771582484
DELETE https://api.example.com/v1/admin/config,0x38c064cb2ff801360c4a62f267ee34b1b142867fb1bdb566d4388e960da02b66,02a066ee71d9ec252410236514df149088cf8d72bcd7053f91f4415a892b6029,51990882,1771582488
0xe43edc74ca3764d2d1a68da4e92fd33cee6b6d16,0x432548da1b8306fc19db96046d9cfc637f970f7519abf5999a3506468a9b571d,23d27477c35294f88bce54cf308d5d4d5a98b3c591ff50b481d2ca62a3d1968d,51990886,1771582492
0xdc4199557389409d402f0df57d7c005b97ff3dcd,0x2cd922be1912254502811dc610a7ce1783680a421429e3eff50816aebb781a6b,36a778021eb01a7ae217542a63488ab352a0d070bd5ddd82de3c8a666550128f,51990890,1771582496
github.com/apache/spring-boot/internal/auth/main.go,0xf44ad904268ecc222d6ed0d3f0c46d7ccf5fe55944af632e12eb3168cbd10754,e023d2f29d9b731a9529c3658ff9d603abfef8eba585df086b376c3957f8945b,51990894,1771582500
github.com/netflix/tensorflow/api/v1/main.go,0x32c1c621521ace009319a8b6216ee62199d34f85025e382eae03c01fe366f1a5,f2f8584a4d1077480e1f61f6e06d97fdac9a793d8c224733ed120d23ce488f90,51990898,1771582503
0x19a6b24a84b1f6d9dba8dfa2048098a3103aac21,0x96eba2e29a6e7c6002149649b1f5466b4a08a89d2059990ba74a3d54fc4b108c,ff4b3b28b1018ef6d9b96de1eff1f56650e20f0d71227509cf7424ac15a67d1e,51990902,1771582508
http://altoromutual.com/bank/login.aspx,0xf84a83ef497921fc087585e2fe579dd83f6337cda34c8b93c571017a7af2c37c,ce21a106a13b5300b3b397fddd4a9b7f3a5a072eaaa3c489d2f7569686bd7382,51990906,1771582512
0xfc34de5f00cffa67c013f34e207db69c4df2f26a,0x6e8af0a7a8f08cf000ab96958ced41c85ca7b9d14e0e4bc56bf23fa3bfd6bb97,2a44ad6d0df84ff18774f5c91a09eacdcd43c229f85e43614e713cf712384298,51990910,1771582516
0x39adadada201d68d2b26d70c93838dbf45ae0b00,0xa07e64fa4a54038ac99960b60d11b3934a29a3d7e390a20db72e397574c682fe,756f2591d333244da7500080ba4b37798211af787a2c56cc161a963c2e83c115,51990914,1771582520
github.com/google/react/internal/auth/LoginController.java,0x8950f3d7ebe9c26edb55c5c439bbd0d51b8b928b4dd3c5cffd812a6550a11624,2d2552cd241e3283cf6c77d4809231b168aae11f32b894d889491d2e4575ab13,51990918,1771582524
github.com/netflix/vscode/internal/auth/config.rb,0xa68d66fa9adb09364f69cc3a77d66574ab36c78bdda59b0ef54e7383bd0a2cb8,347a82e6e8fded02c7378c46d895b154535aef2daa973e90894b95194a0f4601,51990922,1771582528
github.com/uber/flask/src/main/java/com/example/LoginController.java,0xad7dbf4f034460b96a2164ddb4c95c96c30e366162405ce760248069405f1036,e812ce831241ad8a42061f9f0e192bcaef1faf96f58463530b71d46b062cfb98,51990926,1771582532
github.com/shopify/spring-boot/app/controllers/views.py,0x8f87a625c0ad06134ab30463a9ace0d2fd87bfdc5079fffd512eb214492e4ef6,7dda90d5fe29a17101e873a403853f85692e0ed005e1907bf6a2b448f3346833,51990930,1771582536
0x22b93f3c9a7063255a67df0974b62813649a8bde,0x5b5c010deaa9857804c62e114455f3b691672b2ee15fcc10dd60fe935072547e,81d7f51570f0814dc815fa18fcdd2ccab1e98f38662daa64ad8e00333f5e0c59,51990934,1771582540
http://testphp.vulweb.com/listproducts.php?cat=3,0x615e13c277a06a628488cff91b5d78e9a5a2140f501be9557ad2b21bb222ee6a,4d3c6e03e731ad2b1eaa1be7dd8788fcba6d77416e236e66db6268571388a639,51990938,1771582544
0x44dacbd7405b35ca918d2c32438109c1645ddf37,0x7c7f9da4ddb0c7c38ca7c9e0decc04549b6192c141d811252db030396f72947d,c34e96eb71fc93f1639897dfa9dca8ce64fb6031df0888f865039b7fb5338955,51990942,1771582548
0xbcef33c3e91f539224de961ff1c3c25dedbf145c,0x5ddfabfae47c2e035708d92ded2ef4f1bc66724860a90d653a326308407fb6da,b4149c02b19ef853cfae35756040abe6cf42c0975a47116d80c7c42c26f8e3ba,51990946,1771582552
GET https://api.example.com/v1/users,0x8c36e030507e3b1c7558b8ce09cd526d7f42f327c97fb26633f96c2b7719aaf6,581e94de61f73e675788def408c73daada0c014d8b7b69780fc2d9c5dfefd688,51990950,1771582556
0x9ec8fe3ad25da54e774747ff0ec930e87cdfef97,0xc98a9ff7cb5753ef18c977fa182ffc885fe705e4b627515d4c6443daa5020729,860c20c6c8956385d4b6fe92bee3965cb0438fcde1a55584da9fceec06a7f049,51990954,1771582560
github.com/twitter/react/internal/auth/index.ts,0x0a90f616d848ee72e6dbabeb3b0eeda6b15bb75e480a31ffd22f33beb5a1cc1a,4806cf72185b2cf9345a115fd50863c755c66a155e655d7a1772ef4130655690,51990958,1771582565
PUT https://api.example.com/v1/users,0xd4bd03f6e3238fd0315238668a4e6a91da878b8f3bc383899dbf66092a607365,185758185e8fb805d04ca7092e302d37954b33c9cf67086b04900659ce7dc22e,51990962,1771582569
0x05057c792e42abe5c9ec68710849668126089fe3,0xea18f035abad3af4e931a594ef7d51b406cb0d411184faaad8da8d7985cdb6df,d3d4526debe5e8563660400f549068c656761d4c2197f8a2d255dcbdb140b8c9,51990967,1771582574
github.com/aws/flutter/lib/utils/index.ts,0x127484ee4ce9d3421336a95421b1598eeb0f772851490f0c25f57296c7720289,ec6436cbbf573338b3ae791ddc7f2cd5c9ea88cb8fe72285fb40af9f5cc1b57a,51990971,1771582578
http://demo.testfire.net/search.jsp?query=test,0x9597a5de604aa6cbffb0fcfc9be9e3619d9f4129ac06cdbc83b0cf91b635c179,c0b4e65f4cc5c4960ea5f8339b4eb60c464b46fd423f285b9a99d661bbcafa6e,51990975,1771582582
github.com/netflix/vscode/api/v1/LoginController.java,0x731ba775f2f19275e216a8eca0d7e547e61a0ad6402fb3a76d5a424bd3c722a8,eca9975f46bc398b4f6268f2b1c2ba88481d9c1db5a6e03bfdd52059c29a092e,51990979,1771582586
0xb3169f46fc2c4b28f397ce40d0dbb6d113086b4d,0x95c326d38468bb2fc1a927047e93424850094e49d5312d1bd1f84a03c0c03376,42b97b7b6a6aec2255ee54902a4b17411c941e96ccdd3ce7c2afcd3c6558271d,51990983,1771582590
github.com/facebook/tensorflow/app/controllers/LoginController.java,0xb9b6dd19ca19ac316c6a7c468a34d715eef1e91ff978a5609fa92a7aa24ee271,28375cc3af07b7b3941526ade9257398f1895449b1140e1621568e75c1f0907e,51990987,1771582594
PATCH https://api.example.com/v1/users,0x2db190ce5ebbf73248c399d824164aa89da139b9f6f9d4422561e64c32a4edf7,f922d80842e3009fa30f5e6e28c69898791faaa1669cd6c349f424fff2461f9c,51990991,1771582598
http://testfire.net/bank/login.aspx,0xb12eac31f4521adf2d6077fcb192fbe2e24235481ce08c072df0475e095fa55d,df9ec9ace56e2996bed3b481c004e0d0b928eda36738db94704a31ca774f8355,51990995,1771582602
0xe1d116a7fafd9638db3e97b42717faa2aac2a23f,0x3c1af73329ddd7b914bb06418689fd6a709cf9b4fb8638605678e9b6ff5fc3d9,333bdbf138ecae9d4ccf451065bc9f5a026ccf84712af5f61576b08fd15d735e,51990999,1771582606
0xc4ebad7aca83827739d22367e034ac09daeb0310,0xd0a99d8b9c5b3d3ed5c319b0dc88b43baa26dfc7ef05a04c3b4ae6162f580e58,7157bff48e59eac67f1d0de252f3a9903159d4bd1bbaf6ab609b1a9796d14e4e,51991003,1771582611
github.com/google/vscode/src/main/java/com/example/LoginController.java,0x90dbd5f8caa0b1f176da50a8f108dba54e4e56216a651c3cf18ebad404cbb33a,abff15fc0f8ae03b03eb1a980376eefaca64b7edad8c308643ea74a06eca7e46,51991007,1771582614
github.com/twitter/tensorflow/src/main/java/com/example/index.ts,0xc33d47f6cf788dc2ac2949c0c66da738f1d505c1650de31f92018d37a0687fd3,decc6f49dfb5628360887bbaadfa1437fbfe6bd53daea18fcc879e213d6ec522,51991011,1771582618
github.com/shopify/flutter/app/controllers/LoginController.java,0x12f180fc8a3dbab1dbf6faba4024ab7165aba94c3ee76525761762902ce2d579,70866e3e4202df7a252e3b52c2538cbeb1258b9ad8ac7b374623a21ba58c5d78,51991015,1771582622
http://demo.testfire.net/search.jsp_dup2?query=test,0x54f0d284d0585615bdb0a11f2b22a107067f7aa29e74e44edc424fa44a58cd32,4d3adccff9354d9a6cb6eeab61e43d1c27e2c8412d13929c8bab4b38b8cb7a04,51991019,1771582626
github.com/facebook/ansible/app/controllers/config.rb,0x442c513ad1225d4aa2f6d8b43ac8269bd886e39296254e346b16d136d2c2981f,a2aeb7e68eeacc4c81fa06cb3972abd05d448c1c5041b033071525016ac19819,51991023,1771582630
POST https://api.example.com/v1/auth/login,0xa855b563bdbca3b8705c50ee4586e6a645597bd302148867c79a2286bbc8927f,8e2a40b936fe496493d195120136e207341361c9bdfc26fe7c9ec68b88eb4d41,51991027,1771582634
github.com/uber/django/lib/utils/main.go,0x1297b672af1946d17405e369658b3e0c28c9b575957911b297fadddbf25603be,6359c15bbeb6238842c80fabedd4eccce79c001fc9341b145ba7590fa260557a,51991031,1771582638
https://juice-shop.herokuapp.com/#/search?q=apple,0xc5e11b8576477e3a3f39ef23e8c18da5a415b2ac6c7b86bbb3753f829bea612e,d68bdce947253ae130425c9ec602acd91d84d678c86d453eda86a0a54c237e6a,51991035,1771582642
github.com/shopify/react/lib/utils/auth.js,0x7c75e78ae9688d2a392383f2ead55d4a20a2f12453266a0024970dbaafec99fc,8effaadeede4bedbdc4041e84b919bf348a6f4a292a34f4912703d1f14925dc4,51991039,1771582646
GET https://api.example.com/v1/admin/config,0xb77c0a5ee1b7084eefd92ae46d31bce6c7d917465943f38ed920757826d0d8ac,427c5df299d4b06f84401073c00d26942638bc13c0b8836f90ce115dd08423fb,51991043,1771582650
http://demo.testfire.net/search.jsp_dup3?query=test,0xc6fc5a66227a03a33868ff7a493165f13a5fb1671dcbb09fd404e63cadb2e7f8,4de4af754c57ed248ae03347779c8d5a9f9ee3642fe9e8d3e9f2ee268801a88d,51991047,1771582654
